Nr DIEx DA MISSÃO	EVENTO OU MISSÃO	PRAZO	DIAS PARA O EVENTO	MILITAR RESPONSÁVEL	SITUAÇÃO	CLASSE	DATA DA ÚLTIMA ATUALIZAÇÃO COM O E-4	ANOTAÇÕES	Nr DIEx ENCAMINHAMENTO PARA OMDS	Nr DIEx PARA O ESC SUPERIOR
-	Indenizações de bagagem do final de 2025	20 mar.	-118	Ten Glauco	ACOMPANHAR	Orçamentário		"1. Militares envolvidos: Cap Magalhães e 3º Sgt Cavalcante do 20º GAC Amv;
2. O processo de Indz Trnsp Bagagem entrou exercício anterior. A OM está aguardando finalizar a sindicância para anexar a solução ao processo dos militarese encaminhar à 2ª RM.
3. Militar responsável no 20º GAC Amv - 3º Sgt Lourenço (21) 98093-5736."		
499-Fisc Adm/22º B Log Amv	Índice de Eficiência da Gestão - solicitação - 22º B Log Amv	20 mar.	-118	Ten Glauco	ACOMPANHAR	Patrimônio		1. DIEx confeccionado ao Esc Sp em 21/03/2026 e não assinado/encaminhado pelo Ch EM da Bda Inf Amv. (Verificar motivo)	-	Aguardando assinatura e despacho do Ch EM
 935-Trnp/Ccap/5º BIL	Descentralização de crédito orçamentário para manutenção de motocicletas - SOLICITA	20 mar.	-118	ST Valter	ACOMPANHAR	Cl IX		"1. Info que a OM Rcb R$ 19.000,00 para Mnt Vtr. 
2. Sol o Plj da Mnt com esse recurso e lembrar que deverá ter Prio às Vtr FORPRON e para atendimento médico"		
933-Trnp/Ccap/5º BIL	descentralização de crédito orçamentário para manutenção de viaturas ambulância(administrativa) 	20 mar.	-118	ST Valter	ACOMPANHAR	Cl IX		"1. Info que a OM Rcb R$ 19.000,00 para Mnt Vtr. 
2. Sol o Plj da Mnt com esse recurso e lembrar que deverá ter Prio às Vtr FORPRON e para atendimento médico"		
940-Trnp/Ccap/5º BIL	Descentralização de crédito orçamentário para manutenção de viaturas (pintura efunilaria) - SOLICITA	20 mar.	-118	ST Valter	ACOMPANHAR	Cl IX		"1. Info que a OM Rcb R$ 19.000,00 para Mnt Vtr. 
2. Sol o Plj da Mnt com esse recurso e lembrar que deverá ter Prio às Vtr FORPRON e para atendimento médico
3. 967-E4/2ª DE - orientações sobre pintura e identificação de Vtr"		
"334-S/4/CMDO
335-S/4/CMDO
336-S/4/CMDO
337-S/4/CMDO
338-S/4/CMDO
339-S/4/CMDO"	Solicitação de descarga de motocicletas do 1º esquadrão de Cavalaria Leve	20 mar.	-118	Cap Luis Augusto	ACOMPANHAR	Desfazimento		"1. Acompanhar processo de descarga junto à 1ª RM
2. material será de utilizado como meio auxiliar de instrução para o Curso de Motociclista Militar de Combate"		
930-S4/EM/20º GAC Amv	priorização de descentralização de crédito para Mnt Vtr - 20º GAC Amv.	20 mar.	-118	ST Valter	ACOMPANHAR	Cl IX		1. Info à OM que ela está sendo Prio no Plj de descentralização de créditos de Mnt Vtr para as OMDS		
4710-E4/2ª DE	11º Simpósio de Manutenção da C Mat/COLOG	23 mar.	-115	ST Valter	RESOLVIDO	Mnt		-	-	-
1337-E4/2ª DE	Classe III - Suspensão de solicitação de carga líquida de comb auto Óleo Diesel (OD)(074-26)	23 mar.	-115	ST Richardson	RESOLVIDO	Cl III - Comb		1. Doc encaminhado às OMDS PCA	3254-E-4/EMG/Cmdo Bda Inf Amv	-
905-E3/E5/2ª DE	prospecção de projetos para a carteira do Programa de Parcerias de Investimentos (PPI)	23 mar.	-115	Maj Filipe	RESOLVIDO	PREPARO F TER		"1. Para maiores esclarecimentos, coloco à disposição o Maj PICININI, Adj da 3ª/5ª Seçãoda 2ª DE, por meio do telefone (24) 98114-8540 ou pelo e-mail picinini.alex@eb.mil.br.

2. O Planejamento chegou ao EPEx e foi demandando um estudo detalhado com a parte orçamentária

3. Sol à Cia Cmdo a elaboração do presente estudo e recebido o DIEx 722-Cia C Bda Inf Amv"	4302-E-4/EMG/Cmdo Bda Inf Amv	2517-E-4/EMG/Cmdo Bda Inf Amv
1458-S4/6° BI Amv	Solicitação de recursos em apoio às Comemorações dos 81 anos da Conquista de Fornovo di Taro	23 mar.	-115	Ten Glauco	RESOLVIDO	Orçamentário		1. Sol recurso à DPHCEx para a Fornovo Di Taro	-	-
1078-E4/2ª DE	remessa de Insígnias, Laços Militares e Estandartes Históricos - complemento	23 mar.	-115	Ten Glauco	RESOLVIDO	-		Há 3 pendências no Cmdo Bda Inf Amv (20º GAC Amv, e a 2ª Cia Prec) - Ch EM ciente	-	2412-E-4/EMG/Cmdo Bda Inf Amv
898-S3/EM/20º GAC Amv	Gestões para aquisição de Viatura Tratora para o obuseiro Oto Melara 105mm do 20º GAC Amv	23 mar.	-115	ST Valter	Missão Cmt Bda	Cl IX		"1. Sol a aquisição de Vtr Marrua para a Bda Inf Amv 
2. Especificamente AM 31 para o 20º GAC

3. Resposta do EME - 2753-E4/2ª DE (Será remanejado no futuro)"	-	2483-E-4/EMG/Cmdo Bda Inf Amv
320-S/4/CMDO	transferência de Morteiro 81mm_Acervo Histórico_1º Esqd C L	23 mar.	-115	Cap Luis Augusto	ACOMPANHAR	Desfazimento		1. O 1º Esqd está Sol o desfazimento de 3 Mrt 81 mm		
1607-S4/6° BI Amv	encaminhamento de arquivos do processo de descarga de material CL V_TEAM00005/2026_ para 2ª RM (solicitação)	23 mar.	-115	Cap Luis Augusto	ACOMPANHAR	Desfazimento		1. Encaminhado à Base Adm		
967-E4/2ª DE	orientações sobre pintura e identificação de Vtr	25 mar.	-113	ST Valter	ACOMPANHAR	Mnt		1. Confeccionar Doc às OMDS e Praz de 2 dias antes	1963-E-4/EMG/Cmdo Bda Inf Amv	-
1092-S4/EM/20º GAC Amv	autorização para empenhar crédito na aquisição de pneus e baterias - 20º GAC Amv.	26 mar.	-112	ST Valter	ACOMPANHAR	Cl IX		"1. Doc encaminhado à 2ª RM
2. Verificar a situação"	-	3039-E-4/EMG/Cmdo Bda Inf Amv
1611-2ª Cia Prec	solicitação de gestão do escalão superior para atender a necessidade de viatura administrativa da OM	26 mar.	-112	ST Valter	ACOMPANHAR	Cl IX		"1. Encaminhamento de Sol de Vtr Adm para a 2ª Cia Prec
E4: Favor despachar assunto comigo pessoalmente para melhor compreensão. Cmt Bda Já está ciente dessa demanda? houve algum contato? Há Psb de remanejamento interno?"	5107-E-4/EMG/Cmdo Bda Inf Amv	
493-E3/E5/2ª DE	Cl VI - Estágios Setoriais sobre Manutenção de Material de Engenharia no Centro de Instrução de Engenharia/2º Batalhão Ferroviário (CI Eng/2º B Fv)/2026	27 mar.	-111	ST Valter	RESOLVIDO	PREPARO F TER		"- Término do EAD Estágio de Manutenção de Geradores (EMGE):
- AGSP e 2º BE Cmb foram contemplados no CMSE"	-	1157-E-4/EMG/Cmdo Bda Inf Amv
3809-Escalão Logístico/2aRM	Classe IX - Moto, acidente com viaturas - calendário de obrigações	27 mar.	-111	ST Valter	RESOLVIDO	Cl IX		- Sol mensal de preenchimento de uma planilha sobre acidentes	2045-E-4/EMG/Cmdo Bda Inf Amv	2856-E-4/EMG/Cmdo Bda Inf Amv
5537-Escalão Logístico/2ªRM	Trnp Log - Levantamento de necessidades transporte logístico	27 mar.	-111	ST Valter	RESOLVIDO	Trnp		"1. Doc encaminhado diretamente ao 22º B Log Amv
2. Verificar qual foi a resposta - 626-4ª Seç Btl/22º B Log Amv
3. Levamento da necessidadedo Trnp Sup Cl I em sepado das demais"	-	3253-E-4/EMG/Cmdo Bda Inf Amv
1412-E4/2ª DE	material classe VIII descarregado - OM alienadoras (2º BLog/ 22º BLog Amv)	27 mar.	-111	Cap Luis Augusto	RESOLVIDO	Desfazimento		1. Doc encaminhado às OMDS	3256-E-4/EMG/Cmdo Bda Inf Amv	-
501-E4/2ª DE	Prontidão logística - prazo para lançamento das informações	27 mar.	-111	ST Richardson	RESOLVIDO	PREPARO F TER			-	-
239-S/4/CMDO	apoio com caminhão munck - SOLICITA	27 mar.	-111	ST Richardson	RESOLVIDO	Cl III - Comb		"1. Verificar qual seria a necessidade de Comb para essa missão.
2. Agendar para final de Mar/início de Abr, no caso de ocorrer sobre de Comb"	-	-
1035-S4/5º BIL	agendamento de entrega por não cumprimento integral da ODF 889 e 864 (REITERASOLICITAÇÃO)	27 mar.	-111	ST Valter	RESOLVIDO	Cl II		1. O 5º BI Amv ainda não recebeu boina e outros itens de fardamento	-	-
1171-E4/2ª DE	Classe VIII - Saúde: regularização do estoque (SISCOFIS)	27 mar.	-111	ST Richardson	PRAZO DE RESPOSTA	Cl VIII - Sau		"1. Regularização do SISCOFIS de Cl VIII
OMDS:
2. Confeccionado 2288-E-4/EMG/Cmdo Bda Inf Amv e duplicado 2415-E-4/EMG/Cmdo Bda Inf Amv
2º BI Amv: OK - DIEx nº 526, 25 MAR 26.
5ª Bia AAAe Amv - OK
Base Adm - OK
12ª Cia Com
20º GAC Amv - OK
Cia Cmdo"		
DOC enviado por WPP pelo TC Faria	DIEx de Munição 2027	27 mar.	-111	ST Richardson	PRAZO DE RESPOSTA	PREPARO F TER		"1. Confeccionado Doc às OMDS para Ret/ Rat
2. Após respostas enviar para a 2ª DE"		
	Ap à cia prec - goiania	29 mar.	-109	ST Valter	RESOLVIDO	Trnp		1. Utilizado uma Van do 2º BI Amv	-	-
493-E3/E5/2ª DE	Cl VI - Estágios Setoriais sobre Manutenção de Material de Engenharia no Centro de Instrução de Engenharia/2º Batalhão Ferroviário (CI Eng/2º B Fv)/2026	30 mar.	-108	ST Valter	RESOLVIDO	PREPARO F TER		"- Início do Presencial Estágio de Manutenção de Geradores (EMGE):
- AGSP e 2º BE Cmb foram contemplados no CMSE"	-	1157-E-4/EMG/Cmdo Bda Inf Amv
1398-Gab Cmt 2ª DE/2ª DE	Relatórios de inspeção (2º BI Amv e 5ª Bia AAAe Amv)	30 mar.	-108	Maj Filipe	RESOLVIDO	-		1. Para conhecimento	-	-
981-E3/E5/2ª DE	Certificação da AvEx - Operação Três Luas 2006	30 mar.	-108	Maj Filipe	RESOLVIDO	PREPARO F TER		"E4: Confec P TRAB solicitado
Doc a cargo da 5ª Seção"	-	"2128-Seç Plj /EMG/Cmdo Bda Inf Amv
2716-E-3/EMG/Cmdo Bda Inf Amv"
1956-E3/1ªDE	atividades alusivas à Tomada de Montese - convite às OM expedicionárias	30 mar.	-108	Ten Glauco	RESOLVIDO	Trnp		1. Confeccionar Doc em conjunto com o E3 encaminhando ordens às OMDS que irão participar	-	-
1364-E4/2ª DE	Apoio logístico (deslocamento atividades alusivas à Tomada de Montese) -encaminhamento.	30 mar.	-108	Ten Glauco	RESOLVIDO	Trnp		- Ida e retorno S/A.	-	-
939-2ª Cia Alu/CA/EsPCEx	Solicitação de apoio para as atividades do dia da Engenharia - 12ª Cia Eng Cmb L	30 mar.	-108	Maj Filipe	RESOLVIDO	Trnp		Ap de MEM Eng da 12ª Cia Eng Cmb Amv para exposição na EsPCEx 	1837-E-4/EMG/Cmdo Bda Inf Amv	-
1406-E4/2ª DE	Classe II - distribuição de Capacetes Advanced Combat Helmet High Cut (ACH HC) - ODFemitidas.	30 mar.	-108	ST Valter	RESOLVIDO	NOVOS MEM		1. Confeccionar Doc às 03 OMDS de Inf	"2780-E-4/EMG/Cmdo Bda Inf Amv

2631-E-4/EMG/Cmdo Bda Inf Amv

2632-E-4/EMG/Cmdo Bda Inf Amv

2633-E-4/EMG/Cmdo Bda Inf Amv"	-
320-COL/22º B Log Amv	Estudo sobre ativação da Central de Transportes realizada em 2025	30 mar.	-108	ST Valter	ACOMPANHAR	Trnp		"1. Cmt quer 2 polos: 1 no B Log e outro no 5º
2. Levantar os custos para Mnt dos onibus no Sislogmnt"		
1410-E4/2ª DE	Classe III - Padronização de registro de missões no SCA (060-26).	30 mar.	-108	ST Richardson	ACOMPANHAR	Cl III - Comb		1. Confeccionar Doc alertando sobre preenchimento do Cód, Atv e específico		
1023-S4/EM/20º GAC Amv	Solicitação de prancha para transporte de 2 obuseiros e 2 morteiros para a EXPOEx -20º GAC Amv	31 mar.	-107	Ten Glauco	RESOLVIDO	Trnp		"1. Confecção de Doc à 2ª RM
2. Confirmar apoio com o Cel João Luiz da Sec Trnp/2ª RM."	-	2509-E-4/EMG/Cmdo Bda Inf Amv
1469-E4/2ª DE	crédito para bordados (bandeiras, insígnias e distintivos) - resposta ao 6º BI Amv.	31 mar.	-107	Ten Glauco	RESOLVIDO	Orçamentário		1. Realizar gestões junto ao 6º Batalhãode Infantaria Aeromóvel, a fim de adequar a solicitação ao modelo padronizado pela Chefia deSuprimento, preenchendo a Ficha de Solicitação de Recurso Extraordinário	-	3258-E-4/EMG/Cmdo Bda Inf Amv
6010-Escalão Logístico/2ªRM	distribuição suprimento Cl V (Mun)_(solicitação de escolta)	31 mar.	-107	ST Valter	RESOLVIDO	Trnp		"1. Doc confeccionado ao 22º B Log
2. Dificuldade em obter Ap para escolta"	3255-E-4/EMG/Cmdo Bda Inf Amv	-
1336-E4/2ª DE	Classe V - Levantamento da necessidade munição pesada para 2026	31 mar.	-107	ST Richardson	RESOLVIDO	Cl V		1. Confeccionado Doc às OMDS - 	2613-E-4/EMG/Cmdo Bda Inf Amv	"2751-E-4/EMG/Cmdo Bda Inf Amv

2295-E4/2ª DE"
2105-SALC/Div Adm/Base Adm Amv	preenchimento do PCA 2027 - ALERTA	31 mar.	-107	Ten Glauco	RESOLVIDO	Orçamentário		Preencher os DFD da Seção e responder o Diex	-	Encaminhado pelo Ten Glauco
1148-SALC/Div Adm/Base Adm Amv	Demandas para a confecção do Plano de Contratações Anuais ( PCA)/ 2027 -ORIENTAÇÕES	31 mar.	-107	Ten Glauco	RESOLVIDO	Orçamentário		Para que a Base Administrativa possa cumprir os prazos previstos na legislação supramencionada, solicito que os Documentos de Formalização de Demanda (DFD) sejam finalizadas até o dia 31 de março de 2026	-	Encaminhado pelo Ten Glauco
1443-E3/E5/2ª DE	Reunião Inicial de Planejamento (RIP) do Exercício Conjunto PERSEU 2026 - remessa deOrdem de Serviço	31 mar.	-107	Maj Filipe	RESOLVIDO	PREPARO F TER		1. Ficha de Dados Essenciais para a RIP (em PDF e editável) - 02 Abr	-	-
1461-E4/2ª DE	Classe III - gestões para realização de manutenção de PCA (080-26).	31 mar.	-107	ST Valter	ACOMPANHAR	Mnt		1. Confeccionar Doc às OMDS que possuem PCA, Sol recurso para Mnt no SisLog mnt	2854-E-4/EMG/Cmdo Bda Inf Amv	
1418-E3/E5/2ª DE	Exercício Conjunto PERSEU (2026) - proposta e priorização do efetivo para participaçãodo Exc e dos objetivos de adestramento	1 abr.	-106	Maj Filipe	RESOLVIDO	PREPARO F TER		a. preenchimento da tabela "Exc_Cj_PERSEU_2026_-_Participantes" (anexa) na aba"CMSE", retificando/ratificando a proposta inicial dos efetivos (teto) da FT BI Amv e Cia PrecPqdt. O dado lançado foi obtido de planejamentos de atividades similares ocorridas em anosanteriores; eb. preenchimento da tabela "Módulo Didático de Adestramento" com os Objetivos deadestramento da 1ª Cia AC Mec, seguindo o previsto no SIMEB (conforme extrato anexo) e deacordo com a missão proposta para as GU e módulos de apoio da pág 5 e 6 da ATA da RDC(anexo	-	2852-E-3/EMG/Cmdo Bda Inf Amv
2765-Asse Gestão/Cmdo Bda Inf Amv/Bda Inf Amv	 Indicação de militares para capacitações em governança e gestão - 1º Turno/2026 -AsseGov Gest/VCh EME/EME	1 abr.	-106	Ten Glauco	RESOLVIDO	-		1. Rlz a indicação aos cursos	-	ST Valter foi indicado
1207-Aj G/EMG/Cmdo Bda Inf Amv	processo de avaliação e destinação de documentos ostensivos (PADDO) do Cmdo BdaInf Amv para o ano de 2026	1 abr.	-106	Ten Glauco	RESOLVIDO	-		Devido à impossibilidade de cumprir o prazo original do DIEx, o TC Sylvio orientou a continuidade da catalogação, abrangendo agora o ano de 2021. Os trabalhos deverão ser entregues no próximo ano para fins de eliminação documental.	-	4165-E-4/EMG/Cmdo Bda Inf Amv
6266-Escalão Logístico/2ªRM	CL IX Moto - procedimento sobre utilização de viaturas em áreas alagadas.	3 abr.	-104	ST Valter	RESOLVIDO	Cl IX		1. Doc encaminhado às OMDS	3259-E-4/EMG/Cmdo Bda Inf Amv	-
1170-E4/2ª DE	Levantamento de demandas de material conforme QDMP	3 abr.	-104	Ten Glauco	RESOLVIDO	PREPARO F TER		Doc encaminhado às OMDS - : Pronto de todas as OMDS.	2240-E-4/EMG/Cmdo Bda Inf Amv	3301-E-4/EMG/Cmdo Bda Inf Amv
335-E4/2ª DE	Cronograma de Avaliação Operacional de SMEM na empresa IWI - 5º BI Amv	3 abr.	-104	Maj Filipe	RESOLVIDO	MEM		"1. Confeccionar Doc ao 5º BI Amv - OK - 
2. 5º fez a resposta 513-S3/5º BIL
3. Confeccionar Doc para a 2ª DE - OK
4. Como os materiais não chegaram o cronograma será revisto"	1141-E-4/EMG/Cmdo Bda Inf Amv 	"1295-E-4/EMG/Cmdo Bda Inf Amv
1712-E-4/EMG/Cmdo Bda Inf Amv"
1129-FISC/DA/BASE ADM	Solicitação de indenização de transporte de bagagem na mesma Sede (Cap Miranda) -20º GAC Amv	3 abr.	-104	Maj Filipe	RESOLVIDO	Orçamentário		"1. Confeccionado Doc à 2ª RM
2. Documento foi restituído por falta de outros documentos - 6992-STA/DivApAdm/2ªRM
3. Sol que o 20º GAC envie diretamente à 2ª RM com cópia para a Bda Inf Amv - 3220-E-4/EMG/Cmdo Bda Inf Amv"	-	"2908-E-4/EMG/Cmdo Bda Inf Amv

6992-STA/DivApAdm/2ªRM"
1130-FISC/DA/BASE ADM	Solicitação de indenização de transporte de bagagem na mesma Sede (3° Sgt Santana) -20º GAC Amv	3 abr.	-104	ST Valter	RESOLVIDO	Orçamentário		"1. Confeccionado Doc à 2ª RM
2. Doc devolvido pela 2ª RM - 7153-STA/DivApAdm/2ªRM
3. Encaminhado ao 20º GAC para acertar documentação"	-	"2909-E-4/EMG/Cmdo Bda Inf Amv

7153-STA/DivApAdm/2ªRM"
1498-E4/2ª DE	Classe III - Descentralização de cotas de combustível para o 2º trimestre - 2026 - (CL.III087-26).	3 abr.	-104	ST Richardson	RESOLVIDO	Cl III - Comb		"1. Preparar Doc de resposta baseado no ano passado.
2. Encaminhar Doc às OMDS para Info"	-	2900-E-4/EMG/Cmdo Bda Inf Amv
1471-E4/2ª DE	Apoio de pessoal para fabricação de redes de camuflagem no AGSP.	3 abr.	-104	ST Valter	RESOLVIDO	Mnt		"1. passarmos à disposição 12 (doze) cabos/soldados aoAGSP, por um período de três meses, com a finalidade de fabricação de redes de camuflagem emproveito das OM da 2ª Divisão de Exército

2. E1 irá encaminhar resposta

3. Documento ficou no limbo"	-	-
1156-E6/2ª DE	Atualização dos dados cadastrados no SG7	06 abr.	-101	ST Richardson	RESOLVIDO	Cl VII		"1. Atlz dos dados relativos ao material Classe VII no Sistema de Gestão de MEM CL VII (SG7) - 

OMDS com pendêcia: 
- 1º Esqd C Amv 
- 2º BI Amv
"	2272-E-4/EMG/Cmdo Bda Inf Amv 	2933-E-4/EMG/Cmdo Bda Inf Amv
176-E6/2ª DE	Mnt SISCOMIS - 12ª Cia Com Amv	06 abr.	-101	ST Valter	RESOLVIDO	Cl VI		"1. Verificar se houve a Mnt
2. Realizada a Mnt na data"	-	431-E-4/EMG/Cmdo Bda Inf Amv
293-COL/22º B Log Am	Ordem de Operações e Cronograma da Inspeção Técnica e Apoio Direto - 2026	6 abr.	-101	ST Valter	RESOLVIDO	Mnt		- Ap Dto 22º B Log Amv ao 1º Esqd C Amv	-	-
933-SvMil-Sec/SvMil/2ªRM	Plano de Descentralização de Recursos da DSM para o ano de 2026 (PDR/2026)	06 abr.	-101	Maj Filipe	RESOLVIDO	Orçamentário		-Verificar quais OMDS ainda não enviaram	321-E-4/EMG/Cmdo Bda Inf Amv	-
769-E4/2ª DE	empréstimo de kits reduzidos do Projeto COBRA para prospecção técnica no Curso dePiloto de Combate	06 abr.	-101	Maj Filipe	ACOMPANHAR	Patrimônio		"1. Término do empréstimo
- Verificar com o E3 o impacto desse empréstimo
 Confeccionar Doc"	-	2225-E-4/EMG/Cmdo Bda Inf Amv
2220-Seç Op 2/Div Op/Ch Emp F Ter	 Reunião anual da Chefia do Emprego da Força Terrestre - remessa de Ordem deServiço.	07 abr.	-100	Maj Filipe	RESOLVIDO	PREPARO F TER		1. Consciencia Situacional	-	-
741-E4/2ª DE	Programa de Auditorias em Segurança dos Alimentos (PASA) - calendário de auditorias 2026	07 abr.	-100	Ten Glauco	EVENTO	Cl I		"- Insp 1º Esqd C Amv
- E4: Enc Doc às OM - OK"		1436-E-4/EMG/Cmdo Bda Inf Amv
2139-E4.4/4ª Seç/CMSE	empenho para locação de banheiros químicos em apoio à EXPOEX 2026	08 abr.	-99	Ten Glauco	RESOLVIDO	-			-	-
1574-E4/2ª DE	Classe I - vedação de aquisição de cação (tubarão ou raia) - CIRCULAR	08 abr.	-99	ST Valter	RESOLVIDO	Cl I		1.  informo que está vedada a aquisição de qualquerespécie de cação (tubarão ou raia) no âmbito do Exército Brasileiro	3054-E-4/EMG/Cmdo Bda Inf Amv	-
6610-Escalão Logístico/2ªRM	Cl IX Moto - Plano de Alienação de Viaturas 2026 - recomendação quanto àdescaracterização de viaturas a serem alienadas	08 abr.	-99	Cap Luis Augusto	RESOLVIDO	Desfazimento		"1.Em atenção ao contido no DIEx nº 6829-Div Desfaz/CMat/COLOG, de 6 ABR 26, anexo,encaminho a essa OM Alienadora as orientações sobre a descaracterização das viaturas a seremalienadas no corrente ano

2. Documento encaminhado diretamente ao 22º B Log Amv"	-	-
6523-Escalão Logístico/2ªRM	Classe IX Moto - inclusão de itens em leilão de contrapartida não financeira	08 abr.	-99	ST Valter	RESOLVIDO	Cl IX		"1. Doc sobre inclusão de óleo e outroas itens no leilão do 1º Semestre
2. Serão inseridos no próximo leilão - 3180-E-4/EMG/Cmdo Bda Inf Amv"	3180-E-4/EMG/Cmdo Bda Inf Amv	"711-COL/22º B Log Amv
1890-E4/2ª DE"
1601-E10/2ª DE	encaminhamento - ERRATA da Diretriz de Prontidão Logística 2026 - Apêndice 4 -DIRETRIZ DE CUSTEIO LOGÍSTICO PARA O EMPREGO DA FORÇA TERRESTRE / Classe I	08 abr.	-99	Maj Filipe	RESOLVIDO	PREPARO F TER		1. Documento encaminhado com errata	3053-E-4/EMG/Cmdo Bda Inf Amv	-
1573-SGI/2ª DE	participação da 12ª Cia Com na EXPOEX 2026	08 abr.	-99	Maj Filipe	RESOLVIDO	-		1. Verificar se o 22º B Log conseguiu Rlz o empenho	3052-E-4/EMG/Cmdo Bda Inf Amv	-
441-S/4/CMDO	Solicitação de repasse de combustível (EBCA 2026/1)	08 abr.	-99	ST Richardson	RESOLVIDO	Cl III - Comb		1. Info que a OM já recebeu crédito do 2º Sem e não será repassado para essa Atv	-	-
3035-Seç Infor/EMG/Cmdo Bda Inf Amv	Uso de Inteligência Artificial (IA)	08 abr.	-99	Maj Filipe	RESOLVIDO	-		"1. Confeccionar doc de resposta com dados do Maj Filipe e Glauco

2. Verificar a situação atual"	-	168-E-4/EMG/Cmdo Bda Inf Amv
163-E-7/EMG/Cmdo Bda Inf Amv	pesquisa de satisfação - IMBEL	08 abr.	-99	ST Richardson	ACOMPANHAR	Cl V		1. Confeccionar Doc às OMDS - 3050-E-4/EMG/Cmdo Bda Inf Amv	3050-E-4/EMG/Cmdo Bda Inf Amv	
6172-SSR/EscSaúde/2ªRM	Exposição do Exército (EXPOEx) - apoio com barracas - 22º B Log L.	09 abr.	-98	Ten Glauco	RESOLVIDO	MEM		"1. possibilidade do 22º B Log Amv apoiar a 2ª RM com duas barracas, a serem mobiliadas commaterial de campanha e para atendimento do HMASP
2. Doc já encaminhado ao 22º B Log Amv - confirmar se irão Ap"	-	643-4ª Seç Btl/22º B Log Amv
1085-E4/2ª DE	OS Nº16 - E3/ CMSE - EXPOSIÇÃO DO EXÉRCITO EXPOEX - 2026	9 abr.	-98	Ten Glauco	RESOLVIDO	MEM		1. Concentração de meios na Ba Adm Ibirapuera	2289-E-4/EMG/Cmdo Bda Inf Amv	-
1475-E4/2ª DE	Emprego da Força Terrestre na Copa do Mundo de Futebol Feminino 2027 -necessidade de recurso para mnt de MEM	9 abr.	-98	ST Valter	RESOLVIDO	Mnt		"1. realizem, de maneira centralizada, o levantamento das necessidades de recursos visando saúde operacional, manutenção de viaturas e cozinhas de campanha.
2. Sol Recurso para Mnt Onibus e microonibus
"	2906-E-4/EMG/Cmdo Bda Inf Amv	3061-E-4/EMG/Cmdo Bda Inf Amv
1467-E4/2ª DE	PASA - recursos para aquisição e manutenção de câmaras frigoríficas	9 abr.	-98	ST Valter	RESOLVIDO	Mnt		1. Confeccionado Doc às OMDS - 	2855-E-4/EMG/Cmdo Bda Inf Amv	3104-E-4/EMG/Cmdo Bda Inf Amv
1533-E4/2ª DE	Classe III - Autorizações de abastecimentos não executados ou não registrados em PCA(078-26)	09 abr.	-98	ST Richardson	RESOLVIDO	Cl III - Comb		"1. Aguardando resposta do 5º BI e do 6º BI - 
1893-S4/6° BI Amv
5º BI Info por Tel"	3064-E-4/EMG/Cmdo Bda Inf Amv	3157-E-4/EMG/Cmdo Bda Inf Amv
